xp_7d,empty_sessions,easy_tasks,days_since_last,streak_days,tasks_completed,session_count,goal_completion_pct,m_t,v_t,c_t,d_t,m_t_noisy,v_t_noisy,c_t_noisy,d_t_noisy,gdi_score,gdi_state,archetype,label
306.04,3,5,5.78,0,13,1,0.276,0.6121,0.3,0.5,0.8254,0.6399,0.3366,0.4845,0.8582,-0.1628,WAVERING,moderate_engagement,1
406.21,0,3,2.35,2,16,4,0.85,0.8124,0.0,0.3,0.3355,0.8012,0.0,0.3644,0.3497,0.1643,ENGAGED,high_engagement,0
429.89,2,0,0.15,1,17,5,0.804,0.8598,0.2,0.0,0.0214,0.8889,0.2966,0.0,0.0,0.2975,ENGAGED,high_engagement,0
8.92,3,7,3.17,3,0,3,0.0,0.0178,0.3,0.7,0.4526,0.0,0.1898,0.8431,0.4198,-0.3286,SILENT_RECESS,low_engagement,2
297.31,3,3,1.9,2,12,4,0.402,0.5946,0.3,0.3,0.2714,0.623,0.177,0.3262,0.3627,0.0364,WAVERING,moderate_engagement,1
253.18,3,7,2.28,0,10,4,0.472,0.5064,0.3,0.7,0.326,0.5574,0.235,0.6226,0.4253,-0.0953,WAVERING,moderate_engagement,1
473.76,1,2,2.74,1,19,1,0.665,0.9475,0.1,0.2,0.3919,0.8578,0.0224,0.353,0.3475,0.2014,ENGAGED,high_engagement,0
208.53,3,7,10.17,0,8,8,0.327,0.4171,0.3,0.7,1.0,0.3968,0.1405,0.6813,0.9538,-0.3332,SILENT_RECESS,moderate_engagement,2
87.34,3,7,10.71,0,3,2,0.098,0.1747,0.3,0.7,1.0,0.1532,0.1731,0.6526,1.0,-0.4301,SILENT_RECESS,low_engagement,2
374.24,0,1,0.46,4,14,3,0.178,0.7485,0.0,0.1,0.0659,0.9218,0.0,0.0208,0.0,0.2596,ENGAGED,high_engagement,0
182.6,4,6,5.76,3,6,2,0.194,0.3652,0.4,0.6,0.8231,0.3114,0.3869,0.669,0.7329,-0.3009,SILENT_RECESS,low_engagement,2
349.54,1,0,1.29,0,13,3,0.922,0.6991,0.1,0.0,0.184,0.697,0.0338,0.0515,0.185,0.2044,ENGAGED,high_engagement,0
419.43,0,1,0.25,5,16,8,0.616,0.8389,0.0,0.1,0.0363,0.8382,0.1136,0.1595,0.1092,0.3046,ENGAGED,high_engagement,0
304.03,2,4,1.58,6,12,2,0.875,0.6081,0.2,0.4,0.2258,0.6728,0.0612,0.402,0.5245,0.0555,WAVERING,high_engagement,1
215.71,6,2,0.85,0,8,5,0.228,0.4314,0.6,0.2,0.1221,0.4624,0.5776,0.2223,0.2578,-0.0241,WAVERING,moderate_engagement,1
205.84,1,12,1.18,0,9,3,0.014,0.4117,0.1,1.0,0.1687,0.4719,0.1543,0.9354,0.0861,-0.1059,WAVERING,low_engagement,1
256.26,1,1,1.07,1,11,3,0.792,0.5125,0.1,0.1,0.1529,0.5677,0.1575,0.0765,0.2901,0.1191,ENGAGED,high_engagement,0
179.02,7,6,0.58,0,6,4,0.15,0.358,0.7,0.6,0.0827,0.2183,0.85,0.567,0.1708,-0.1416,WAVERING,moderate_engagement,1
104.49,1,6,2.38,0,4,1,0.169,0.209,0.1,0.6,0.3399,0.2002,0.0108,0.5951,0.3646,-0.1584,WAVERING,low_engagement,1
379.53,2,2,2.79,1,15,4,0.709,0.7591,0.2,0.2,0.3992,0.791,0.2833,0.2264,0.3579,0.1039,ENGAGED,high_engagement,0
66.15,10,9,4.28,1,2,1,0.064,0.1323,1.0,0.9,0.611,0.0899,0.9686,0.8934,0.5402,-0.5104,SILENT_RECESS,low_engagement,2
405.09,6,8,0.6,0,15,4,0.092,0.8102,0.6,0.8,0.0864,0.8182,0.6703,0.9785,0.1398,0.0181,WAVERING,low_engagement,1
243.91,1,0,1.38,3,10,4,0.596,0.4878,0.1,0.0,0.1972,0.5468,0.0884,0.0,0.3388,0.116,ENGAGED,high_engagement,0
188.91,5,3,12.8,0,6,3,0.57,0.3778,0.5,0.3,1.0,0.3825,0.4035,0.3005,1.0,-0.3089,SILENT_RECESS,moderate_engagement,2
389.41,1,1,1.39,1,17,9,0.655,0.7788,0.1,0.1,0.1984,0.849,0.11,0.1245,0.1976,0.212,ENGAGED,high_engagement,0
459.92,1,0,0.75,1,18,4,0.884,0.9198,0.1,0.0,0.1071,0.973,0.1504,0.0,0.0,0.3158,ENGAGED,high_engagement,0
438.85,1,3,0.93,1,18,4,0.72,0.8777,0.1,0.3,0.1333,0.832,0.254,0.1253,0.1147,0.2311,ENGAGED,high_engagement,0
167.52,1,4,3.02,2,6,8,0.033,0.335,0.1,0.4,0.4309,0.2919,0.0,0.4008,0.3927,-0.0953,WAVERING,moderate_engagement,1
442.85,4,1,8.66,0,17,3,0.223,0.8857,0.4,0.1,1.0,0.9502,0.3519,0.0635,0.8852,-0.0457,WAVERING,moderate_engagement,1
432.91,0,1,4.63,1,17,6,0.608,0.8658,0.0,0.1,0.6617,0.7841,0.0377,0.153,0.7058,0.1278,ENGAGED,high_engagement,0
152.24,7,7,6.46,0,6,1,0.323,0.3045,0.7,0.7,0.9227,0.378,0.7066,0.8229,1.0,-0.435,SILENT_RECESS,low_engagement,2
299.54,2,5,8.32,0,11,4,0.193,0.5991,0.2,0.5,1.0,0.6894,0.2436,0.2938,0.928,-0.2004,SILENT_RECESS,moderate_engagement,2
452.66,1,3,0.04,0,17,1,0.494,0.9053,0.1,0.3,0.0059,0.9268,0.02,0.4141,0.0297,0.2804,ENGAGED,high_engagement,0
121.39,7,6,1.19,0,5,1,0.045,0.2428,0.7,0.6,0.1704,0.1294,0.5122,0.5117,0.2929,-0.214,SILENT_RECESS,low_engagement,2
77.5,6,4,9.34,0,2,2,0.047,0.155,0.6,0.4,1.0,0.0378,0.5867,0.4519,1.0,-0.438,SILENT_RECESS,low_engagement,2
65.68,3,8,14.0,0,2,2,0.101,0.1314,0.3,0.8,1.0,0.1777,0.1858,0.6686,0.9491,-0.4675,SILENT_RECESS,low_engagement,2
291.55,0,1,5.03,3,11,4,0.739,0.5831,0.0,0.1,0.7189,0.4986,0.0,0.3053,0.9156,-0.0024,WAVERING,high_engagement,1
106.67,11,4,1.47,1,5,5,0.615,0.2133,1.0,0.4,0.2097,0.2577,0.9323,0.3682,0.0935,-0.2576,SILENT_RECESS,moderate_engagement,2
379.78,1,3,0.38,4,14,4,0.765,0.7596,0.1,0.3,0.054,0.7317,0.0713,0.197,0.0389,0.2076,ENGAGED,high_engagement,0
5.23,8,5,5.13,6,0,1,0.107,0.0105,0.8,0.5,0.7332,0.002,0.8565,0.5654,0.8477,-0.4758,SILENT_RECESS,low_engagement,2
172.8,1,1,3.48,0,6,7,0.134,0.3456,0.1,0.1,0.4967,0.3149,0.0679,0.074,0.4713,-0.0508,WAVERING,moderate_engagement,1
135.54,6,5,5.02,1,7,7,0.679,0.2711,0.6,0.5,0.7177,0.1276,0.5554,0.5849,0.758,-0.3269,SILENT_RECESS,moderate_engagement,2
448.28,0,2,0.89,0,17,1,0.46,0.8966,0.0,0.2,0.1274,0.9194,0.0,0.0919,0.0585,0.2804,ENGAGED,high_engagement,0
279.31,4,2,0.15,1,11,3,0.248,0.5586,0.4,0.2,0.0214,0.4685,0.3692,0.2399,0.0,0.097,WAVERING,high_engagement,1
399.87,3,1,2.7,0,18,5,0.634,0.7997,0.3,0.1,0.3857,0.7874,0.2611,0.0664,0.4216,0.1242,ENGAGED,high_engagement,0
76.76,5,4,4.47,6,3,5,0.14,0.1535,0.5,0.4,0.639,0.0106,0.5956,0.2366,0.5861,-0.3103,SILENT_RECESS,low_engagement,2
411.31,2,0,0.15,0,15,8,0.898,0.8226,0.2,0.0,0.0218,0.6616,0.0666,0.0,0.0,0.2825,ENGAGED,high_engagement,0
299.15,2,3,0.68,3,13,5,0.736,0.5983,0.2,0.3,0.0975,0.6268,0.2127,0.3568,0.025,0.1101,ENGAGED,high_engagement,0
119.18,8,11,9.51,0,4,3,0.071,0.2384,0.8,1.0,1.0,0.2722,0.9075,0.9917,1.0,-0.5647,SILENT_RECESS,low_engagement,2
278.2,2,5,4.99,0,11,6,0.206,0.5564,0.2,0.5,0.7124,0.4273,0.2285,0.4122,0.7969,-0.1312,WAVERING,moderate_engagement,1
242.24,4,6,1.65,3,8,4,0.391,0.4845,0.4,0.6,0.2351,0.4596,0.4063,0.6961,0.1638,-0.0767,WAVERING,moderate_engagement,1
422.5,2,0,2.75,4,17,4,0.652,0.845,0.2,0.0,0.3934,0.7741,0.1668,0.0137,0.3291,0.18,ENGAGED,high_engagement,0
254.34,4,3,4.85,2,9,4,0.35,0.5087,0.4,0.3,0.6929,0.5731,0.5454,0.3266,0.6866,-0.1444,WAVERING,moderate_engagement,1
401.54,3,8,5.07,1,15,3,0.156,0.8031,0.3,0.8,0.7236,0.8683,0.3595,0.8714,0.7374,-0.1159,WAVERING,moderate_engagement,1
349.7,5,3,2.36,0,14,8,0.905,0.6994,0.5,0.3,0.3374,0.6418,0.499,0.2763,0.3058,0.0186,WAVERING,high_engagement,1
110.99,3,5,0.74,0,4,4,0.079,0.222,0.3,0.5,0.1063,0.1164,0.3001,0.578,0.0516,-0.1031,WAVERING,moderate_engagement,1
378.02,0,1,1.38,0,14,7,0.429,0.756,0.0,0.1,0.1969,0.662,0.0413,0.0594,0.2439,0.2233,ENGAGED,high_engagement,0
463.57,1,2,0.07,0,18,6,0.826,0.9271,0.1,0.2,0.0106,0.9229,0.0712,0.1716,0.0,0.3077,ENGAGED,high_engagement,0
75.32,9,5,6.48,1,2,4,0.215,0.1506,0.9,0.5,0.9252,0.069,0.8887,0.476,0.893,-0.4973,SILENT_RECESS,low_engagement,2
22.3,9,5,11.15,1,2,3,0.128,0.0446,0.9,0.5,1.0,0.2458,0.9114,0.5092,1.0,-0.5622,SILENT_RECESS,low_engagement,2
388.23,1,4,3.04,15,15,5,0.638,0.7765,0.1,0.4,0.4343,0.857,0.0,0.2512,0.4533,0.0803,WAVERING,high_engagement,1
189.08,4,8,0.09,2,7,1,0.256,0.3782,0.4,0.8,0.0125,0.44,0.3533,0.8676,0.0,-0.0925,WAVERING,moderate_engagement,1
34.86,8,3,7.13,0,1,5,0.052,0.0697,0.8,0.3,1.0,0.1044,0.948,0.252,0.9494,-0.4921,SILENT_RECESS,low_engagement,2
320.54,3,5,6.85,1,13,1,0.626,0.6411,0.3,0.5,0.979,0.5985,0.2756,0.4534,1.0,-0.1973,WAVERING,low_engagement,1
41.57,6,7,4.75,2,0,1,0.007,0.0831,0.6,0.7,0.6783,0.1548,0.5362,0.7214,0.6547,-0.4302,SILENT_RECESS,low_engagement,2
349.71,2,0,0.87,3,15,2,0.678,0.6994,0.2,0.0,0.1249,0.7417,0.2759,0.0344,0.2012,0.2023,ENGAGED,high_engagement,0
360.44,1,0,2.62,3,15,6,0.42,0.7209,0.1,0.0,0.3742,0.7832,0.1054,0.0,0.375,0.1561,ENGAGED,high_engagement,0
125.55,6,4,14.0,0,5,1,0.195,0.2511,0.6,0.4,1.0,0.2292,0.5406,0.319,1.0,-0.3996,SILENT_RECESS,low_engagement,2
103.44,4,6,0.76,0,4,2,0.327,0.2069,0.4,0.6,0.1092,0.1824,0.4143,0.5558,0.0701,-0.15,WAVERING,low_engagement,1
333.82,3,3,0.39,1,13,3,0.547,0.6676,0.3,0.3,0.0562,0.7827,0.3854,0.2875,0.1164,0.1302,ENGAGED,high_engagement,0
420.0,2,2,0.1,2,16,8,0.331,0.84,0.2,0.2,0.014,0.9559,0.417,0.3042,0.0,0.2518,ENGAGED,high_engagement,0
303.77,6,4,5.79,5,10,4,0.103,0.6075,0.6,0.4,0.8269,0.6002,0.6678,0.382,0.8923,-0.2051,SILENT_RECESS,moderate_engagement,2
451.35,3,3,0.67,6,19,4,0.631,0.9027,0.3,0.3,0.0959,0.7731,0.2408,0.293,0.0332,0.2123,ENGAGED,high_engagement,0
405.12,3,2,4.53,3,15,3,0.588,0.8102,0.3,0.2,0.6476,0.8064,0.2959,0.1013,0.562,0.0298,WAVERING,high_engagement,1
336.88,2,3,1.02,0,12,4,0.526,0.6738,0.2,0.3,0.146,0.5801,0.2448,0.3672,0.2639,0.1257,ENGAGED,moderate_engagement,0
230.12,2,7,1.86,0,10,4,0.851,0.4602,0.2,0.7,0.2663,0.4844,0.0715,0.7003,0.2199,-0.0758,WAVERING,moderate_engagement,1
261.48,3,8,13.51,0,9,3,0.123,0.523,0.3,0.8,1.0,0.6901,0.4194,0.7536,0.9826,-0.3108,SILENT_RECESS,low_engagement,2
75.12,8,5,0.33,0,3,2,0.064,0.1502,0.8,0.5,0.0471,0.017,0.7873,0.3554,0.0,-0.214,SILENT_RECESS,low_engagement,2
141.66,3,10,1.69,2,5,3,0.075,0.2833,0.3,1.0,0.2409,0.1698,0.3964,0.9339,0.2802,-0.219,SILENT_RECESS,low_engagement,2
196.56,1,4,14.0,0,8,7,0.61,0.3931,0.1,0.4,1.0,0.4274,0.1002,0.3999,1.0,-0.2428,SILENT_RECESS,moderate_engagement,2
315.77,3,3,1.26,3,12,8,0.541,0.6315,0.3,0.3,0.1805,0.5942,0.2856,0.3325,0.1924,0.0785,WAVERING,high_engagement,1
65.11,6,7,0.99,0,2,1,0.163,0.1302,0.6,0.7,0.1409,0.2259,0.5579,0.6842,0.0917,-0.2502,SILENT_RECESS,low_engagement,2
291.36,4,7,6.73,1,13,4,0.193,0.5827,0.4,0.7,0.9611,0.4598,0.2875,0.7651,0.963,-0.2753,SILENT_RECESS,moderate_engagement,2
464.95,2,2,1.64,0,17,6,0.852,0.9299,0.2,0.2,0.2346,0.9007,0.1678,0.047,0.1892,0.2216,ENGAGED,high_engagement,0
387.48,2,0,0.59,7,15,4,0.988,0.775,0.2,0.0,0.0842,0.8334,0.1672,0.0,0.0293,0.2447,ENGAGED,high_engagement,0
80.99,10,9,1.57,0,3,1,0.133,0.162,1.0,0.9,0.2246,0.0907,0.9021,0.841,0.2564,-0.3826,SILENT_RECESS,low_engagement,2
148.2,1,1,2.5,5,4,7,0.9,0.2964,0.1,0.1,0.3573,0.3906,0.009,0.1412,0.3496,-0.0286,WAVERING,high_engagement,1
237.55,0,2,2.26,11,8,4,0.58,0.4751,0.0,0.2,0.3224,0.4694,0.0,0.3457,0.1174,0.0533,WAVERING,high_engagement,1
426.95,2,0,0.06,14,19,4,0.829,0.8539,0.2,0.0,0.0086,0.7565,0.1979,0.0,0.083,0.299,ENGAGED,high_engagement,0
89.08,8,10,1.74,0,4,1,0.134,0.1782,0.8,1.0,0.2481,0.1947,0.8121,0.9681,0.1744,-0.3632,SILENT_RECESS,low_engagement,2
326.74,2,2,3.71,1,12,5,0.287,0.6535,0.2,0.2,0.5303,0.6057,0.1561,0.1936,0.5856,0.0223,WAVERING,moderate_engagement,1
204.41,6,13,11.75,2,9,1,0.122,0.4088,0.6,1.0,1.0,0.3099,0.59,0.9072,1.0,-0.4565,SILENT_RECESS,low_engagement,2
194.34,4,2,0.0,0,7,7,0.131,0.3887,0.4,0.2,0.0001,0.3171,0.3188,0.1692,0.1147,0.0355,WAVERING,moderate_engagement,1
274.06,5,4,8.76,2,10,6,0.383,0.5481,0.5,0.4,1.0,0.5396,0.4535,0.4469,0.9977,-0.2608,SILENT_RECESS,moderate_engagement,2
356.55,2,2,1.8,5,16,3,0.666,0.7131,0.2,0.2,0.2574,0.671,0.1774,0.233,0.1832,0.128,ENGAGED,high_engagement,0
186.52,3,5,0.2,1,7,6,0.233,0.373,0.3,0.5,0.0292,0.1651,0.2299,0.6037,0.0901,-0.0195,WAVERING,moderate_engagement,1
143.87,10,10,10.42,0,6,1,0.056,0.2877,1.0,1.0,1.0,0.1906,0.9405,0.9849,0.9536,-0.5849,SILENT_RECESS,low_engagement,2
180.64,6,1,0.55,2,6,6,0.413,0.3613,0.6,0.1,0.0792,0.4478,0.6173,0.101,0.1547,-0.0192,WAVERING,moderate_engagement,1
144.4,2,4,10.75,7,6,3,0.343,0.2888,0.2,0.4,1.0,0.3603,0.3375,0.3423,1.0,-0.3045,SILENT_RECESS,low_engagement,2
427.43,0,2,0.37,0,16,7,0.549,0.8549,0.0,0.2,0.053,0.7368,0.0,0.1298,0.1359,0.286,ENGAGED,high_engagement,0
139.31,12,8,0.56,3,6,5,0.038,0.2786,1.0,0.8,0.0805,0.2041,0.9445,0.9618,0.1055,-0.2727,SILENT_RECESS,low_engagement,2
82.26,8,6,6.86,2,2,2,0.057,0.1645,0.8,0.6,0.9805,0.1761,0.663,0.5852,1.0,-0.5084,SILENT_RECESS,low_engagement,2
173.61,9,7,4.0,0,6,2,0.132,0.3472,0.9,0.7,0.572,0.1748,0.9058,0.7923,0.4318,-0.3527,SILENT_RECESS,low_engagement,2
241.92,2,0,0.45,6,10,6,0.5,0.4838,0.2,0.0,0.065,0.6787,0.2895,0.059,0.103,0.134,ENGAGED,high_engagement,0
400.08,2,1,0.22,0,17,4,0.751,0.8002,0.2,0.1,0.0311,0.9291,0.0893,0.0043,0.1237,0.2507,ENGAGED,high_engagement,0
228.97,5,5,3.54,1,9,10,0.404,0.4579,0.5,0.5,0.5064,0.4339,0.4978,0.5212,0.4468,-0.1687,WAVERING,moderate_engagement,1
207.56,2,5,4.91,0,8,8,0.667,0.4151,0.2,0.5,0.7021,0.4809,0.2325,0.2605,0.5647,-0.1846,WAVERING,moderate_engagement,1
87.77,6,7,1.09,2,1,1,0.033,0.1755,0.6,0.7,0.1555,0.1945,0.4809,0.7875,0.0815,-0.2364,SILENT_RECESS,low_engagement,2
132.12,3,3,0.65,0,5,5,0.357,0.2642,0.3,0.3,0.0923,0.3018,0.1695,0.2432,0.0263,-0.042,WAVERING,moderate_engagement,1
193.1,2,1,0.2,0,6,7,0.728,0.3862,0.2,0.1,0.028,0.4524,0.0464,0.2867,0.0701,0.0861,WAVERING,high_engagement,1
260.23,3,7,2.97,0,9,4,0.214,0.5205,0.3,0.7,0.4237,0.5226,0.2475,0.7849,0.4991,-0.1189,WAVERING,moderate_engagement,1
334.65,0,3,2.53,2,11,3,0.45,0.6693,0.0,0.3,0.3611,0.7175,0.0492,0.2856,0.4541,0.0994,WAVERING,high_engagement,1
417.21,0,2,1.71,0,18,3,0.671,0.8344,0.0,0.2,0.2441,0.8851,0.0,0.1241,0.2416,0.2205,ENGAGED,high_engagement,0
12.37,8,5,0.84,0,0,2,0.004,0.0247,0.8,0.5,0.1199,0.0,0.7887,0.4093,0.22,-0.2861,SILENT_RECESS,low_engagement,2
389.43,5,8,1.37,0,14,4,0.407,0.7789,0.5,0.8,0.1954,0.657,0.5506,0.8634,0.2217,-0.0071,WAVERING,moderate_engagement,1
302.25,3,2,3.21,0,11,4,0.153,0.6045,0.3,0.2,0.4587,0.492,0.2833,0.249,0.5173,0.0042,WAVERING,moderate_engagement,1
452.1,0,4,1.91,3,18,12,0.736,0.9042,0.0,0.4,0.2725,1.0,0.1282,0.4844,0.1972,0.1999,ENGAGED,high_engagement,0
182.99,7,3,3.11,5,7,4,0.367,0.366,0.7,0.3,0.4446,0.3617,0.7428,0.2419,0.5314,-0.187,WAVERING,moderate_engagement,1
204.54,5,4,0.12,2,7,4,0.231,0.4091,0.5,0.4,0.0177,0.3868,0.4998,0.3874,0.108,-0.0217,WAVERING,moderate_engagement,1
154.79,3,5,0.5,0,4,10,0.429,0.3096,0.3,0.5,0.071,0.4496,0.2679,0.4459,0.0539,-0.0575,WAVERING,moderate_engagement,1
457.77,1,1,0.63,5,17,6,0.573,0.9155,0.1,0.1,0.09,0.9228,0.1697,0.1388,0.2247,0.2992,ENGAGED,high_engagement,0
240.16,3,5,4.4,0,8,2,0.409,0.4803,0.3,0.5,0.6285,0.4948,0.3164,0.5204,0.5255,-0.1564,WAVERING,moderate_engagement,1
447.7,2,2,3.91,0,18,4,0.494,0.8954,0.2,0.2,0.5585,0.7985,0.2182,0.1518,0.4565,0.1106,ENGAGED,high_engagement,0
75.25,4,5,4.94,0,4,1,0.034,0.1505,0.4,0.5,0.7057,0.0984,0.4456,0.6864,0.7461,-0.3315,SILENT_RECESS,low_engagement,2
333.58,5,4,0.61,1,14,4,0.224,0.6672,0.5,0.4,0.0872,0.6695,0.6369,0.3816,0.0983,0.0607,WAVERING,moderate_engagement,1
137.4,5,6,1.63,2,5,6,0.304,0.2748,0.5,0.6,0.2322,0.2433,0.4887,0.5948,0.2027,-0.1797,WAVERING,moderate_engagement,1
451.99,0,2,0.78,0,18,5,0.47,0.904,0.0,0.2,0.1117,0.9003,0.0182,0.2801,0.0,0.2881,ENGAGED,high_engagement,0
293.55,2,4,3.11,11,9,8,0.623,0.5871,0.2,0.4,0.4446,0.5488,0.0936,0.4208,0.3127,-0.0185,WAVERING,high_engagement,1
452.3,0,1,0.96,1,17,9,0.916,0.9046,0.0,0.1,0.1379,0.8307,0.0,0.1272,0.011,0.3005,ENGAGED,high_engagement,0
97.67,4,1,2.59,0,5,4,0.314,0.1953,0.4,0.1,0.3704,0.1016,0.4605,0.115,0.4294,-0.133,WAVERING,moderate_engagement,1
182.4,5,3,2.22,5,5,2,0.203,0.3648,0.5,0.3,0.3167,0.3508,0.5872,0.3069,0.3173,-0.1091,WAVERING,moderate_engagement,1
72.93,6,9,14.0,0,3,5,0.257,0.1459,0.6,0.9,1.0,0.1074,0.5563,0.9505,0.9317,-0.5417,SILENT_RECESS,low_engagement,2
402.52,2,4,7.63,0,16,5,0.22,0.805,0.2,0.4,1.0,0.7051,0.2784,0.4743,0.9262,-0.098,WAVERING,moderate_engagement,1
190.0,4,11,3.92,0,7,3,0.055,0.38,0.4,1.0,0.5604,0.4656,0.3836,0.9597,0.5775,-0.2961,SILENT_RECESS,low_engagement,2
205.66,3,6,4.11,0,9,6,0.213,0.4113,0.3,0.6,0.5874,0.539,0.4449,0.5643,0.5767,-0.1917,WAVERING,moderate_engagement,1
108.55,5,6,3.19,1,3,1,0.566,0.2171,0.5,0.6,0.4561,0.2441,0.469,0.4653,0.3173,-0.27,SILENT_RECESS,low_engagement,2
92.74,2,6,1.26,0,4,2,0.221,0.1855,0.2,0.6,0.1805,0.0878,0.0724,0.665,0.1929,-0.1399,WAVERING,moderate_engagement,1
272.95,3,4,9.81,0,9,7,0.187,0.5459,0.3,0.4,1.0,0.5213,0.3292,0.3196,0.9486,-0.2216,SILENT_RECESS,moderate_engagement,2
125.55,4,9,7.11,2,3,2,0.438,0.2511,0.4,0.9,1.0,0.3419,0.4632,0.8519,1.0,-0.4596,SILENT_RECESS,low_engagement,2
390.89,1,1,0.21,4,16,5,0.679,0.7818,0.1,0.1,0.03,0.7613,0.0617,0.1028,0.0,0.2637,ENGAGED,high_engagement,0
239.6,3,2,3.12,1,8,8,0.441,0.4792,0.3,0.2,0.4456,0.4006,0.3883,0.1257,0.4068,-0.042,WAVERING,high_engagement,1
